,DATA_W0,DATA_W1,DATA_W2,BUS_W,DATA_T0,DATA_T1,DATA_T2,K_T,LAYER_IN_H_T,LAYER_IN_W_T,LAYER_OUT_H_T,LAYER_OUT_W_T,LAYER_IN_NUM_T,LAYER_OUT_NUM_T,SIMD_FACTOR
565,32,32,32,512,float,float,float,3,24,12,24,12,48,48,8
566,32,32,32,512,float,float,float,3,24,12,24,12,56,56,8
567,32,32,32,512,float,float,float,3,24,12,24,12,64,64,8
568,32,32,32,512,float,float,float,3,24,16,24,16,8,8,8
569,32,32,32,512,float,float,float,3,24,16,24,16,16,16,8
570,32,32,32,512,float,float,float,3,24,16,24,16,24,24,8
571,32,32,32,512,float,float,float,3,24,16,24,16,32,32,8
572,32,32,32,512,float,float,float,3,24,16,24,16,40,40,8
573,32,32,32,512,float,float,float,3,24,16,24,16,48,48,8
574,32,32,32,512,float,float,float,3,24,16,24,16,56,56,8
575,32,32,32,512,float,float,float,3,24,16,24,16,64,64,8
576,32,32,32,512,float,float,float,3,24,24,24,24,8,8,8
577,32,32,32,512,float,float,float,3,24,24,24,24,16,16,8
578,32,32,32,512,float,float,float,3,24,24,24,24,24,24,8
579,32,32,32,512,float,float,float,3,24,24,24,24,32,32,8
580,32,32,32,512,float,float,float,3,24,24,24,24,40,40,8
581,32,32,32,512,float,float,float,3,24,24,24,24,48,48,8
582,32,32,32,512,float,float,float,3,24,24,24,24,56,56,8
583,32,32,32,512,float,float,float,3,24,24,24,24,64,64,8
584,32,32,32,512,float,float,float,3,24,32,24,32,8,8,8
585,32,32,32,512,float,float,float,3,24,32,24,32,16,16,8
586,32,32,32,512,float,float,float,3,24,32,24,32,24,24,8
587,32,32,32,512,float,float,float,3,24,32,24,32,32,32,8
588,32,32,32,512,float,float,float,3,24,32,24,32,40,40,8
589,32,32,32,512,float,float,float,3,24,32,24,32,48,48,8
590,32,32,32,512,float,float,float,3,24,32,24,32,56,56,8
591,32,32,32,512,float,float,float,3,24,32,24,32,64,64,8
592,32,32,32,512,float,float,float,3,24,48,24,48,8,8,8
593,32,32,32,512,float,float,float,3,24,48,24,48,16,16,8
594,32,32,32,512,float,float,float,3,24,48,24,48,24,24,8
595,32,32,32,512,float,float,float,3,24,48,24,48,32,32,8
596,32,32,32,512,float,float,float,3,24,48,24,48,40,40,8
597,32,32,32,512,float,float,float,3,24,48,24,48,48,48,8
598,32,32,32,512,float,float,float,3,24,48,24,48,56,56,8
599,32,32,32,512,float,float,float,3,24,48,24,48,64,64,8
600,32,32,32,512,float,float,float,3,24,64,24,64,8,8,8
601,32,32,32,512,float,float,float,3,24,64,24,64,16,16,8
602,32,32,32,512,float,float,float,3,24,64,24,64,24,24,8
603,32,32,32,512,float,float,float,3,24,64,24,64,32,32,8
604,32,32,32,512,float,float,float,3,24,64,24,64,40,40,8
605,32,32,32,512,float,float,float,3,24,64,24,64,48,48,8
606,32,32,32,512,float,float,float,3,24,64,24,64,56,56,8
607,32,32,32,512,float,float,float,3,24,64,24,64,64,64,8
608,32,32,32,512,float,float,float,3,24,96,24,96,8,8,8
609,32,32,32,512,float,float,float,3,24,96,24,96,16,16,8
610,32,32,32,512,float,float,float,3,24,96,24,96,24,24,8
611,32,32,32,512,float,float,float,3,24,96,24,96,32,32,8
612,32,32,32,512,float,float,float,3,24,96,24,96,40,40,8
613,32,32,32,512,float,float,float,3,24,96,24,96,48,48,8
614,32,32,32,512,float,float,float,3,24,96,24,96,56,56,8
615,32,32,32,512,float,float,float,3,24,96,24,96,64,64,8
